px,py,vx,vy,px_meas,py_meas,px_true,py_true,vx_truevy_true
-4.82478,1.58948,-2.15317,-5.13708,-4.86829,1.53442,-4.66444,1.72998,-1.93422,-4.80751
-4.94319,1.33282,-2.22251,-5.13355,-4.98165,1.43611,-4.76186,1.48989,-1.9614,-4.79417
-4.9816,1.1673,-2.10577,-4.84854,-4.66779,1.28643,-4.86066,1.25049,-1.99007,-4.7799
-5.07519,0.936718,-2.03869,-4.81551,-4.98594,1.10894,-4.96095,1.01182,-2.02019,-4.76468
-5.12249,0.750369,-1.95182,-4.64147,-4.85498,0.825661,-5.06277,0.77393,-2.05174,-4.74848
-5.22062,0.492222,-2.05533,-4.70989,-4.84736,0.18101,-5.16621,0.536876,-2.08471,-4.73127
-5.2913,0.257348,-1.99668,-4.69477,-5.1231,0.257311,-5.27133,0.300706,-2.11906,-4.71303
-5.40485,0.0218861,-1.93226,-4.69611,-5.99809,-0.290765,-5.3782,0.0654719,-2.15477,-4.69374
-5.4689,-0.216069,-1.87154,-4.69391,-5.29972,-0.212982,-5.4869,-0.168772,-2.1918,-4.67335
-5.58012,-0.449869,-2.00398,-4.71017,-5.64447,-0.144522,-5.59748,-0.401971,-2.23014,-4.65185
-5.71661,-0.589619,-2.10955,-4.46069,-5.85359,-0.445801,-5.71001,-0.634069,-2.26974,-4.62919
-5.83116,-0.833092,-2.35291,-4.56324,-5.30947,-0.724468,-5.82456,-0.865006,-2.31058,-4.60536
-5.92749,-1.14237,-2.27962,-4.77719,-5.87835,-1.26863,-5.94118,-1.09472,-2.35262,-4.58032
-6.02541,-1.38496,-2.24093,-4.78365,-5.68069,-1.52871,-6.05993,-1.32316,-2.39581,-4.55404
-6.1681,-1.57368,-2.32169,-4.65274,-6.27263,-1.50938,-6.18087,-1.55025,-2.44014,-4.52648
-6.30812,-1.832,-2.60184,-4.80522,-6.11355,-1.75966,-6.30406,-1.77593,-2.48555,-4.49762
-6.41563,-2.10277,-2.54449,-4.88471,-6.34007,-2.13685,-6.42954,-2.00014,-2.532,-4.46742
-6.55189,-2.33624,-2.4945,-4.8261,-6.99344,-2.17445,-6.55738,-2.22281,-2.57946,-4.43585
-6.70952,-2.52076,-2.58621,-4.67811,-6.79288,-2.4458,-6.68761,-2.44386,-2.62788,-4.40288
-6.85493,-2.75818,-2.6473,-4.69968,-7.14408,-2.67584,-6.82029,-2.66323,-2.6772,-4.36847
-6.94046,-3.04789,-2.52927,-4.84407,-6.8003,-3.10086,-6.95546,-2.88084,-2.7274,-4.3326
-7.06227,-3.28195,-2.46754,-4.79483,-7.13937,-3.22028,-7.09316,-3.09663,-2.7784,-4.29523
-7.19653,-3.43765,-2.53173,-4.58221,-7.12118,-3.26434,-7.23344,-3.3105,-2.83017,-4.25632
-7.34834,-3.68337,-2.59843,-4.6329,-7.77186,-4.08999,-7.37632,-3.5224,-2.88265,-4.21586
-7.52308,-3.76719,-2.76145,-4.25657,-7.49009,-3.49081,-7.52184,-3.73223,-2.93579,-4.1738
-7.66546,-3.98505,-2.84886,-4.3129,-7.52393,-3.88213,-7.67004,-3.93992,-2.98953,-4.13012
-7.81381,-4.22658,-2.84809,-4.37598,-7.88049,-4.29783,-7.82094,-4.14538,-3.04381,-4.08479
-7.96374,-4.45059,-2.86865,-4.39195,-8.08524,-4.57834,-7.97457,-4.34854,-3.09857,-4.03778
-8.11996,-4.70123,-2.87937,-4.46541,-8.22492,-4.79812,-8.13095,-4.5493,-3.15376,-3.98906
-8.25256,-4.91016,-2.71751,-4.34197,-8.453,-4.95621,-8.2901,-4.74759,-3.2093,-3.93862
-8.37866,-5.12583,-2.69844,-4.34102,-8.33552,-5.1059,-8.45204,-4.94331,-3.26514,-3.88641
-8.50042,-5.3249,-2.62353,-4.26364,-8.55062,-4.79248,-8.61678,-5.13637,-3.32121,-3.83242
-8.69997,-5.49974,-2.78145,-4.15192,-8.91477,-5.51752,-8.78433,-5.32669,-3.37745,-3.77663
-8.85013,-5.7136,-2.83335,-4.18511,-9.04115,-5.69364,-8.95469,-5.51417,-3.43377,-3.71901
-9.01538,-5.87847,-2.90255,-4.07147,-9.03391,-5.80267,-9.12788,-5.69872,-3.49012,-3.65955
-9.13364,-6.05814,-2.80518,-3.98585,-8.86897,-5.41973,-9.30388,-5.88026,-3.54643,-3.59823
-9.33179,-6.11147,-2.99181,-3.61851,-9.30811,-5.82368,-9.4827,-6.05868,-3.60261,-3.53503
-9.50416,-6.30675,-3.10193,-3.69264,-9.80646,-6.41174,-9.66432,-6.23389,-3.6586,-3.46994
-9.64326,-6.51758,-3.05736,-3.76057,-9.62547,-6.55958,-9.84874,-6.4058,-3.71431,-3.40295
-9.83801,-6.72798,-3.26552,-3.89199,-10.6688,-6.35543,-10.0359,-6.57431,-3.76969,-3.33404
-10.0657,-6.86783,-3.42275,-3.74008,-10.2246,-6.83402,-10.2259,-6.73933,-3.82463,-3.26321
-10.2362,-7.05222,-3.46183,-3.76132,-10.2205,-6.71044,-10.4186,-6.90075,-3.87907,-3.19046
-10.4892,-7.21595,-3.63729,-3.67632,-10.7616,-7.29159,-10.614,-7.05849,-3.93293,-3.11577
-10.6695,-7.39319,-3.63988,-3.66289,-10.8944,-6.83335,-10.8121,-7.21245,-3.98613,-3.03916
-10.9427,-7.53095,-3.84773,-3.52331,-11.2219,-7.56979,-11.0128,-7.36252,-4.03859,-2.96062
-11.1132,-7.69029,-3.73026,-3.43588,-10.986,-7.3707,-11.2161,-7.50862,-4.09021,-2.88015
-11.2709,-7.82609,-3.68618,-3.36026,-11.0934,-7.6776,-11.422,-7.65064,-4.14093,-2.79777
-11.4434,-7.98248,-3.65474,-3.32838,-11.4213,-7.46085,-11.6304,-7.78849,-4.19066,-2.71349
-11.6402,-8.05381,-3.72366,-3.09725,-11.5269,-7.8215,-11.8413,-7.92208,-4.23932,-2.6273
-11.8096,-8.19441,-3.59202,-2.99807,-11.9422,-7.88317,-12.0546,-8.05131,-4.28682,-2.53924
-12.0437,-8.24891,-3.74384,-2.75136,-12.09,-8.08828,-12.2702,-8.17609,-4.33309,-2.44932
-12.2612,-8.40328,-4.00197,-2.91794,-12.4462,-8.02117,-12.4881,-8.29633,-4.37802,-2.35756
-12.4858,-8.45878,-4.08876,-2.69347,-12.4231,-8.2599,-12.7082,-8.41193,-4.42156,-2.26399
-12.6652,-8.57515,-3.91066,-2.569,-12.7461,-8.19449,-12.9304,-8.5228,-4.4636,-2.16863
-12.9712,-8.63465,-4.16442,-2.36346,-13.2911,-8.64594,-13.1547,-8.62886,-4.50407,-2.07151
-13.2054,-8.76528,-4.28551,-2.43106,-13.7929,-8.47158,-13.381,-8.73002,-4.54289,-1.97267
-13.447,-8.78777,-4.37957,-2.18337,-13.384,-8.57583,-13.6092,-8.82619,-4.57997,-1.87214
-13.6269,-8.87102,-4.12858,-2.0197,-13.6376,-8.26344,-13.8392,-8.91729,-4.61524,-1.76997
-13.8695,-8.96031,-4.20645,-1.97815,-13.9959,-8.99264,-14.0709,-9.00324,-4.64861,-1.6662
-14.1129,-9.07634,-4.43458,-2.11258,-14.4737,-8.79552,-14.3043,-9.08395,-4.68001,-1.56086
-14.3558,-9.17331,-4.48067,-2.08386,-14.4273,-9.1875,-14.5391,-9.15936,-4.70936,-1.45402
-14.5654,-9.26942,-4.3519,-2.00572,-14.5757,-9.32634,-14.7754,-9.22939,-4.73658,-1.34573
-14.8848,-9.22807,-4.61074,-1.62632,-15.062,-9.04396,-15.013,-9.29397,-4.76161,-1.23603
-15.1327,-9.32049,-4.60119,-1.62217,-15.6189,-9.69365,-15.2517,-9.35302,-4.78436,-1.125
-15.4146,-9.42403,-4.69791,-1.65703,-15.6682,-9.56749,-15.4916,-9.40649,-4.80476,-1.01269
-15.6269,-9.49423,-4.45869,-1.51691,-15.9382,-9.35751,-15.7324,-9.45431,-4.82275,-0.899159
-15.9007,-9.55357,-4.56699,-1.45787,-16.0862,-9.59819,-15.9741,-9.49642,-4.83827,-0.784484
-16.1175,-9.61679,-4.45,-1.38172,-16.6033,-8.85459,-16.2164,-9.53277,-4.85124,-0.668734
-16.3934,-9.56792,-4.59824,-1.07542,-16.4229,-9.37029,-16.4594,-9.5633,-4.8616,-0.55198
-16.5856,-9.60194,-4.45042,-0.996797,-16.011,-9.33486,-16.7027,-9.58797,-4.8693,-0.434301
-16.9004,-9.54183,-4.67215,-0.694565,-17.1132,-9.43043,-16.9464,-9.60673,-4.87427,-0.315773
-17.1577,-9.59311,-4.76115,-0.752257,-16.9255,-10.8571,-17.1903,-9.61954,-4.87646,-0.196479
-17.4346,-9.59527,-4.84998,-0.65114,-17.5448,-9.57485,-17.4342,-9.62636,-4.87583,-0.0765024
-17.6681,-9.62369,-4.69457,-0.570689,-18.1371,-9.39146,-17.6781,-9.62717,-4.87232,0.0440703
-17.942,-9.56391,-4.80027,-0.339391,-17.9724,-9.42299,-17.9216,-9.62194,-4.86588,0.165151
-18.1588,-9.56995,-4.61804,-0.24945,-18.3083,-9.18778,-18.1648,-9.61064,-4.85648,0.286648
-18.3624,-9.6039,-4.55773,-0.312196,-18.2763,-9.60997,-18.4074,-9.59325,-4.84408,0.40847
-18.5842,-9.61615,-4.59035,-0.328089,-18.2443,-9.58547,-18.6493,-9.56977,-4.82864,0.530522
-18.8555,-9.57629,-4.68989,-0.174177,-18.9545,-9.51544,-18.8904,-9.54017,-4.81012,0.652707
-19.0654,-9.57185,-4.6339,-0.144667,-18.6983,-9.02886,-19.1305,-9.50447,-4.78851,0.774927
-19.3451,-9.40546,-4.7802,0.302197,-19.2983,-9.09865,-19.3694,-9.46265,-4.76378,0.897083
-19.5512,-9.377,-4.53532,0.409167,-19.7037,-8.79906,-19.6069,-9.41472,-4.73591,1.01907
-19.8358,-9.20444,-4.69146,0.807791,-19.8731,-8.96417,-19.8431,-9.36071,-4.70487,1.1408
-20.0478,-9.15158,-4.56736,0.868209,-20.3815,-7.6755,-20.0775,-9.30061,-4.67066,1.26215
-20.2066,-9.29854,-4.38156,0.368193,-20.1607,-9.59663,-20.3102,-9.23446,-4.63328,1.38303
-20.4314,-9.28423,-4.3729,0.36802,-20.4587,-9.7448,-20.5409,-9.16227,-4.59271,1.50334
-20.6845,-9.13541,-4.475,0.70586,-20.6596,-8.91527,-20.7696,-9.08409,-4.54895,1.62296
-20.9059,-9.09912,-4.35246,0.757358,-21.5568,-8.5005,-20.9959,-8.99994,-4.50202,1.74179
-21.1218,-8.99241,-4.36721,0.929492,-21.0195,-8.85081,-21.2198,-8.90987,-4.45191,1.85972
-21.3365,-8.9455,-4.23402,0.98038,-21.8628,-8.64129,-21.4412,-8.81393,-4.39865,1.97666
-21.5414,-8.89129,-4.22231,0.991267,-21.5029,-8.87191,-21.6597,-8.71217,-4.34224,2.0925
-21.7008,-8.82169,-3.85906,1.13104,-21.9514,-7.41274,-21.8754,-8.60465,-4.2827,2.20712
-21.9272,-8.68465,-3.94298,1.34475,-21.9793,-8.57089,-22.0881,-8.49143,-4.22007,2.32043
-22.1219,-8.61333,-3.98669,1.3367,-22.1914,-7.70392,-22.2975,-8.37258,-4.15437,2.43232
-22.3881,-8.45125,-4.13669,1.59851,-22.5838,-8.35296,-22.5035,-8.24817,-4.08564,2.5427
-22.5645,-8.36409,-3.9313,1.66051,-22.3177,-8.57758,-22.7061,-8.11829,-4.01391,2.65145
-22.8531,-8.03087,-4.1614,2.32381,-22.9861,-7.6724,-22.9049,-7.98301,-3.93923,2.75848
-23.0285,-7.91251,-3.79851,2.41754,-23.2693,-8.32031,-23.1,-7.84243,-3.86163,2.8637
-23.2843,-7.685,-3.94354,2.70879,-23.4777,-7.56583,-23.2911,-7.69663,-3.78118,2.967
-23.4772,-7.54674,-3.95079,2.71046,-23.473,-7.02103,-23.4781,-7.54572,-3.69792,3.06828
-23.6537,-7.40131,-3.9133,2.73021,-23.5408,-7.36069,-23.6609,-7.3898,-3.61191,3.16746
-23.8324,-7.26075,-3.7668,2.76925,-24.0505,-6.56968,-23.8393,-7.22897,-3.52321,3.26445
-23.9963,-7.18232,-3.71108,2.60831,-23.9384,-7.26171,-24.0132,-7.06336,-3.43189,3.35916
-24.1466,-7.04324,-3.43957,2.67856,-24.3577,-5.94086,-24.1825,-6.89307,-3.33801,3.45149
-24.3385,-6.72722,-3.5064,3.15284,-24.2574,-6.4352,-24.347,-6.71823,-3.24166,3.54138
-24.4945,-6.57178,-3.22388,3.2035,-24.788,-7.18367,-24.5066,-6.53896,-3.14289,3.62873
-24.5913,-6.44367,-3.09989,3.10484,-24.3008,-6.43799,-24.6612,-6.35538,-3.0418,3.71347
-24.7188,-6.28367,-2.92177,3.14105,-24.6108,-6.00878,-24.8107,-6.16764,-2.93846,3.79553
-24.9261,-6.02809,-3.0482,3.41061,-25.146,-5.91902,-24.955,-5.97587,-2.83295,3.87484
-25.0433,-5.85108,-2.84772,3.44892,-24.8975,-5.02285,-25.094,-5.7802,-2.72537,3.95132
-25.189,-5.66427,-2.85556,3.48695,-25.1941,-5.64372,-25.2276,-5.58079,-2.61581,4.02492
-25.3319,-5.49099,-2.80262,3.49476,-25.5328,-5.4399,-25.3556,-5.37777,-2.50435,4.09557
-25.4996,-5.22569,-2.86308,3.73619,-25.5713,-5.10241,-25.4779,-5.1713,-2.39109,4.16322
-25.6221,-5.0395,-2.76833,3.74039,-25.0178,-6.55904,-25.5946,-4.96152,-2.27613,4.22781
-25.7473,-4.87454,-2.74209,3.68025,-25.6952,-4.89995,-25.7055,-4.7486,-2.15956,4.2893
-25.8568,-4.68837,-2.53816,3.70589,-25.8162,-4.40681,-25.8105,-4.53268,-2.04149,4.34764
-25.9881,-4.40893,-2.55374,3.9525,-25.9516,-4.26659,-25.9096,-4.31392,-1.92202,4.40279
-26.0889,-4.21734,-2.08913,3.99147,-26.8953,-4.43966,-26.0027,-4.0925,-1.80125,4.45471
-26.1937,-3.88255,-2.09842,4.34521,-26.1198,-3.67723,-26.0897,-3.86856,-1.67928,4.50337
-26.2602,-3.66939,-1.68428,4.36965,-26.5652,-3.85723,-26.1706,-3.64227,-1.55623,4.54875
-26.2936,-3.37933,-1.59509,4.54924,-25.9974,-3.24722,-26.2453,-3.41381,-1.4322,4.59081
-26.3349,-3.15321,-1.29133,4.56363,-26.2976,-3.01078,-26.3138,-3.18332,-1.30729,4.62954
-26.3637,-2.91236,-1.22692,4.59182,-26.1741,-2.87885,-26.376,-2.95098,-1.18162,4.66493
-26.4132,-2.68599,-1.08653,4.59156,-26.4681,-3.44967,-26.4319,-2.71697,-1.05529,4.69696
-26.4948,-2.56703,-1.13498,4.30442,-26.674,-2.73852,-26.4815,-2.48143,-0.928411,4.72562
-26.5397,-2.35167,-1.01459,4.3105,-26.657,-1.72382,-26.5247,-2.24456,-0.80109,4.75091
-26.6025,-2.1499,-1.03642,4.2758,-26.6691,-2.17333,-26.5616,-2.0065,-0.673434,4.77284
-26.6225,-1.93486,-0.869568,4.28172,-26.3248,-1.32261,-26.5921,-1.76744,-0.545553,4.79141
-26.6366,-1.64635,-0.815888,4.47416,-26.4671,-1.53207,-26.6161,-1.52753,-0.417552,4.80664
-26.6256,-1.42904,-0.406081,4.46361,-26.4998,-2.19526,-26.6338,-1.28695,-0.289538,4.81852
-26.6391,-1.18046,-0.393192,4.52981,-26.5998,-1.14277,-26.6451,-1.04586,-0.161616,4.8271
-26.6603,-0.959364,-0.234275,4.51874,-27.2008,-1.67679,-26.65,-0.804425,-0.0338883,4.83238
-26.6831,-0.676357,-0.251937,4.66988,-26.7355,-0.59539,-26.6485,-0.562811,0.0935412,4.83439
-26.6635,-0.449278,0.114505,4.65059,-26.9891,0.0351487,-26.6406,-0.321181,0.220572,4.83317
-26.6256,-0.103282,0.179209,4.94724,-26.4553,0.0602653,-26.6264,-0.0796947,0.347104,4.82874
-26.5982,0.137596,0.44113,4.92366,-26.9537,0.136943,-26.6059,0.161489,0.473041,4.82116
-26.5825,0.462482,0.435999,5.13116,-26.6201,0.57588,-26.5792,0.402213,0.598287,4.81045
-26.5586,0.715693,0.532213,5.11789,-26.8241,0.381506,-26.5462,0.642323,0.722748,4.79667
-26.563,1.00638,0.479781,5.21031,-26.7293,1.06082,-26.5069,0.881666,0.846334,4.77986
-26.5108,1.26682,0.579461,5.20654,-25.9562,2.60409,-26.4616,1.12009,0.968955,4.76007
-26.4699,1.48535,0.595944,5.09647,-26.3986,1.42212,-26.4101,1.35745,1.09053,4.73737
-26.4182,1.73009,0.7939,5.05611,-26.5072,-0.563928,-26.3526,1.59361,1.21096,4.71181
-26.3792,1.90567,0.782296,4.85315,-26.3594,1.79315,-26.2891,1.82841,1.33018,4.68345
-26.3022,2.13834,1.10912,4.80132,-26.3475,1.82827,-26.2197,2.06173,1.44811,4.65235
-26.252,2.29927,1.08822,4.59344,-26.2502,2.18481,-26.1444,2.29342,1.56467,4.61859
-26.1797,2.52506,1.19944,4.57454,-26.069,2.27896,-26.0633,2.52336,1.67979,4.58223
-26.1091,2.77703,1.22224,4.63574,-26.0641,2.80701,-25.9765,2.75141,1.79339,4.54334
-26.0089,2.99504,1.65012,4.55307,-26.3234,3.02388,-25.8841,2.97746,1.90543,4.502
-25.9049,3.30587,1.70309,4.77179,-25.8345,3.42005,-25.7861,3.20139,2.01582,4.45828
-25.814,3.53935,1.87126,4.73398,-26.1824,3.73376,-25.6826,3.42306,2.12452,4.41227
-25.7166,3.7209,1.86782,4.58995,-25.6666,3.63509,-25.5737,3.64239,2.23146,4.36404
-25.591,3.93918,2.10604,4.5314,-25.5773,3.13316,-25.4596,3.85924,2.3366,4.31367
-25.5367,4.08793,1.99714,4.32488,-25.7492,3.99968,-25.3402,4.07353,2.43989,4.26125
-25.4056,4.29387,2.22298,4.26858,-25.3516,3.75691,-25.2157,4.28514,2.54127,4.20686
-25.2473,4.52784,2.31356,4.32571,-25.0214,4.52803,-25.0863,4.49399,2.64071,4.15058
-25.0852,4.73398,2.44465,4.29337,-24.2719,4.30917,-24.9518,4.69998,2.73817,4.09251
-24.9786,4.91956,2.40942,4.21629,-25.0363,4.88499,-24.8126,4.90303,2.83361,4.03273
-24.8125,5.11678,2.65678,4.14831,-24.3609,4.95947,-24.6686,5.10304,2.92701,3.97132
-24.6478,5.3449,2.72029,4.20534,-24.5041,5.35293,-24.5201,5.29995,3.01833,3.90839
-24.4662,5.53631,3.08586,4.09167,-24.4379,5.24592,-24.367,5.49367,3.10754,3.84401
-24.285,5.70067,3.12533,3.99066,-24.1159,5.61152,-24.2095,5.68414,3.19464,3.77827
-24.1073,5.88643,3.37531,3.90156,-24.5638,4.75836,-24.0477,5.8713,3.27959,3.71127
-23.9428,6.02853,3.35326,3.76418,-23.9153,5.94377,-23.8818,6.05508,3.36239,3.64309
-23.786,6.22366,3.20664,3.81632,-23.5491,6.44495,-23.7117,6.23542,3.44302,3.57383
-23.6375,6.36462,3.17088,3.68616,-23.6471,6.29102,-23.5377,6.41227,3.52148,3.50357
-23.477,6.54558,3.26748,3.64997,-23.7544,6.53746,-23.3598,6.58559,3.59775,3.4324
-23.2496,6.80092,3.40809,3.84694,-23.0099,6.86182,-23.1781,6.75533,3.67185,3.36041
-23.0355,6.97328,3.61954,3.75898,-22.7862,5.74143,-22.9928,6.92146,3.74376,3.28768
-22.833,7.13431,3.65169,3.69368,-22.6991,7.063,-22.804,7.08393,3.8135,3.21431
-22.604,7.29625,3.95568,3.56721,-22.418,6.76159,-22.6117,7.24273,3.88106,3.14038
-22.4374,7.40556,3.87473,3.38555,-22.5083,7.31524,-22.4161,7.39782,3.94647,3.06598
-22.1951,7.55013,4.28422,3.21479,-22.0543,7.85452,-22.2173,7.54917,4.00974,2.99118
-22.0227,7.68779,4.19743,3.1482,-22.1947,7.69478,-22.0154,7.69679,4.07087,2.91607
-21.8302,7.85608,4.10854,3.19498,-21.6178,9.0351,-21.8105,7.84064,4.12989,2.84074
-21.6354,7.98521,4.07799,3.11528,-21.6473,7.94,-21.6026,7.98072,4.18681,2.76526
-21.431,8.13659,4.16936,3.06745,-21.8637,7.78661,-21.392,8.11703,4.24166,2.68971
-21.235,8.12949,4.08921,2.65962,-21.0853,7.83229,-21.1787,8.24957,4.29447,2.61417
-21.0389,8.27099,3.99412,2.71311,-20.5503,9.28616,-20.9628,8.37833,4.34526,2.53871
-20.8721,8.42647,3.93799,2.75597,-21.0519,8.50983,-20.7444,8.50333,4.39406,2.46341
-20.6217,8.53729,4.3152,2.57746,-19.9265,9.40847,-20.5237,8.62457,4.4409,2.38835
-20.3646,8.69251,4.40453,2.65293,-20.21,8.68914,-20.3006,8.74206,4.48582,2.31358
-20.1551,8.83159,4.33175,2.69135,-20.2277,8.8532,-20.0753,8.85583,4.52884,2.23919
-19.9733,8.91808,4.24612,2.56307,-20.0633,8.86724,-19.848,8.96589,4.57001,2.16524
-19.7626,9.04594,4.24546,2.56055,-19.9264,8.78179,-19.6186,9.07227,4.60937,2.09179
-19.5571,9.10467,4.20531,2.38666,-19.4861,8.96665,-19.3873,9.17499,4.64694,2.01891
-19.3112,9.20574,4.4502,2.26023,-18.5719,10.2069,-19.1542,9.27409,4.68278,1.94666
-19.0151,9.31369,4.59277,2.26655,-18.6786,9.19191,-18.9193,9.36959,4.71692,1.8751
-18.7823,9.41964,4.70071,2.19418,-19.2825,8.98189,-18.6827,9.46154,4.7494,1.80429
-18.5271,9.52018,4.73681,2.17696,-18.4242,9.46852,-18.4446,9.54996,4.78028,1.73429
-18.237,9.58918,5.08639,1.95078,-18.1634,8.72444,-18.2049,9.63492,4.80959,1.66514
-17.9331,9.72204,5.19997,2.05083,-17.7736,9.72478,-17.9639,9.71643,4.83737,1.59691
-17.6722,9.82915,5.11455,2.11419,-17.2296,9.97767,-17.7214,9.79457,4.86368,1.52964
-17.406,9.92397,5.13086,2.09071,-17.3436,9.88109,-17.4777,9.86936,4.88856,1.46338
-17.1405,10.0197,5.24221,2.01257,-17.1554,10.212,-17.2328,9.94087,4.91205,1.39818
-16.8778,10.1278,5.24682,2.03074,-16.8876,10.145,-16.9868,10.0091,4.93421,1.33408
-16.6026,10.2175,5.34687,1.95503,-16.5958,10.1078,-16.7396,10.0743,4.95507,1.27113
-16.3779,10.2929,5.24947,1.88883,-16.5153,10.3091,-16.4915,10.1362,4.97469,1.20937
-16.1048,10.3764,5.37227,1.79449,-16.09,10.5824,-16.2424,10.1952,4.99311,1.14883
-15.909,10.3529,5.16949,1.50301,-16.006,10.1843,-15.9924,10.2511,5.01039,1.08956
-15.6499,10.4265,5.1908,1.4851,-15.7234,10.41,-15.7416,10.3041,5.02655,1.03159
-15.4701,10.3779,4.96823,1.16937,-15.5699,10.1904,-15.4899,10.3543,5.04166,0.974957
-15.1693,10.3974,5.29863,0.922972,-14.2385,10.9109,-15.2376,10.4016,5.05576,0.919692
-14.9089,10.4491,5.29184,0.934618,-14.9365,10.4722,-14.9846,10.4462,5.06889,0.865828
-14.6488,10.5019,5.14314,1.05328,-14.724,9.63507,-14.7309,10.4882,5.0811,0.813394
-14.4356,10.4459,4.99956,0.783931,-14.4088,10.222,-14.4766,10.5276,5.09243,0.762418
-14.1685,10.4709,5.102,0.700136,-13.9005,10.5238,-14.2218,10.5645,5.10293,0.712926
-13.8338,10.6559,5.34099,1.07666,-13.8049,10.9383,-13.9665,10.5989,5.11263,0.664944
-13.5708,10.7179,5.27223,1.14702,-13.3956,10.7857,-13.7107,10.631,5.12159,0.618496
-13.3469,10.7,5.1506,0.96041,-13.3556,10.5517,-13.4545,10.6608,5.12983,0.573603
-13.0734,10.7298,5.28425,0.831458,-12.9374,10.8137,-13.1979,10.6884,5.13741,0.530288
-12.8198,10.8257,5.28855,0.952561,-12.9591,11.0099,-12.9409,10.7138,5.14436,0.48857
-12.5519,10.8719,5.31901,0.929085,-12.2518,11.2495,-12.6836,10.7373,5.15071,0.448467
-12.3472,10.8156,5.13404,0.676075,-12.3713,10.6091,-12.426,10.7587,5.15651,0.409997
-12.088,10.8485,5.13573,0.677946,-11.9352,10.9161,-12.1681,10.7783,5.16179,0.373177
-11.8418,10.9179,5.13044,0.754486,-11.9451,11.0515,-11.91,10.7961,5.16658,0.338022
-11.5627,10.9335,5.2316,0.650813,-10.9703,10.9676,-11.6516,10.8121,5.17092,0.304546
-11.3478,10.9397,5.11524,0.576892,-11.4548,10.9407,-11.393,10.8265,5.17484,0.272761
-11.053,10.9037,5.49393,0.10921,-11.3472,10.5111,-11.1342,10.8394,5.17836,0.242681
-10.7551,10.8673,5.52418,0.0241307,-10.6009,10.6823,-10.8753,10.8509,5.18153,0.214317
-10.4851,10.8753,5.49171,0.0607455,-10.6563,10.8369,-10.6161,10.8609,5.18435,0.187679
-10.271,10.8522,5.34241,-0.0159598,-10.4142,10.8747,-10.3569,10.8697,5.18687,0.162776
-10.0287,10.8951,5.12648,0.27822,-9.90413,11.2255,-10.0976,10.8772,5.1891,0.139618
-9.76724,10.9536,5.16111,0.377053,-9.83445,11.1032,-9.83809,10.8837,5.19106,0.118212
-9.50758,10.9557,5.21807,0.265759,-10.195,10.3498,-9.57852,10.8891,5.19278,0.0985664
-9.2571,10.9789,5.1993,0.283961,-9.3066,11.0348,-9.31887,10.8936,5.19428,0.0806865
-8.98794,10.9732,5.23723,0.209592,-9.2226,10.3527,-9.05915,10.8972,5.19557,0.0645787
-8.73542,10.9983,5.22304,0.237852,-8.78899,11.0707,-8.79937,10.9001,5.19667,0.050248
-8.46102,10.978,5.28137,0.113458,-8.83914,10.0319,-8.53953,10.9023,5.19759,0.0376992
-8.37126,10.8533,4.80629,-0.211137,-8.62045,10.6577,-8.27965,10.9039,5.19835,0.0269359
-8.13304,10.8504,4.79169,-0.176503,-7.91543,11.1157,-8.01974,10.905,5.19896,0.0179617
-7.75309,10.9235,5.16287,0.0363244,-7.51971,11.0005,-7.75979,10.9057,5.19942,0.0107791
-7.48768,10.9197,5.15058,0.0684158,-7.25987,10.6458,-7.49981,10.9061,5.19975,0.00539029
-7.21774,10.9061,5.17164,0.0365867,-7.15631,10.815,-7.23983,10.9063,5.19994,0.00179692
-6.97375,10.9375,5.0857,0.202405,-7.39396,11.0181,-6.97983,10.9064,5.2,-7.84874e-15
